x,y
69.94691,-1.8117237
-8.640467,-18.338066
-44.6224,7.9482546
52.44805,-10.316344
13.96799,-13.951954
-38.04124,5.0282264
-16.128572,-15.1845
56.290253,-11.8197775
4.7958283,18.262562
-24.834782,-15.046417
-13.079001,-4.67957
50.81303,-14.903905
72.09986,6.982287
-42.59729,7.9613867
10.160298,23.06291
-32.027493,-1.4070001
-1.0935336,-25.564756
-8.347968,1.9732443
71.525894,3.8352158
68.94004,-3.9031198
59.31039,4.7789693
-8.383874,19.971884
-9.2800665,19.04204
57.88615,-16.906826
3.7969067,33.65192
-32.41376,12.378445
-22.786982,7.1069846
47.564976,-11.735178
-34.57325,-12.6791
-35.445328,24.249126
70.44575,9.261131
52.656414,-6.649649
66.5869,-13.53354
57.87971,-13.417114
-16.767254,-23.289442
50.54799,-9.884477
56.059986,-4.650029
68.42394,-5.0270524
-6.09887,27.713923
-10.171503,-13.884416
-1.4791785,-16.837141
-3.6934717,24.066479
-43.86126,-13.122915
-24.29466,16.252512
-7.641881,8.315972
-38.781773,-16.136938
0.4795743,31.298714
-34.861446,1.0868304
64.061424,6.2280755
-4.522289,7.4851556
51.001312,-13.218585
7.953968,19.47913
55.69946,-15.693746
61.9634,3.719373
13.976558,21.618261
-0.79281896,-20.650578
9.397069,-18.02212
-36.664726,16.849634
54.620113,-3.1890912
58.87355,-14.313023
-22.984943,-18.004946
-41.599453,13.287181
4.4189057,-4.2691402
-45.123623,-12.962879
-28.210894,-1.0441871
14.876007,-17.411139
-48.919712,9.022312
-29.247461,-21.649633
65.45164,-14.560826
-19.475649,17.888723
51.752007,-18.126005
13.4254675,-15.181221
51.83673,-12.114315
52.10727,-4.4175663
19.391628,13.949924
-24.40093,-25.23861
-30.133299,15.00895
-1.2986746,6.6903543
0.62606406,-2.7171373
-44.29793,-8.406973
-2.412623,30.07907
63.956005,-17.460371
-34.2386,-12.541382
-46.08859,-13.423314
74.02182,-0.46626735
9.210059,-5.3700175
52.42063,-10.245383
5.0270367,-2.1398757
-45.66905,9.512494
-10.444785,6.9478345
6.071932,-22.097837
-19.340708,-26.587282
58.11346,-16.895948
-38.276573,-14.508909
-30.907698,-11.457544
63.407066,-17.575665
8.042684,-14.338901
5.2946463,13.516152
-16.345533,16.850834
10.94469,-14.578902
67.79671,0.5400479
10.891514,-17.07894
11.785647,5.6175237
-7.6619453,14.131401
67.56407,-1.3300011
9.107579,-21.495817
-5.229372,-27.433485
62.373554,-15.35486
6.101224,4.3319716
-28.211905,2.1277614
-24.991455,-20.226633
3.8470528,24.64337
50.982216,-13.821491
2.8785655,14.448859
-22.320778,-12.662152
-31.456413,-26.376215
0.009580544,34.119522
-6.1642427,25.878841
9.515053,-13.632783
-37.18082,21.873013
-15.529019,6.0318017
1.0194144,20.21681
7.0199223,-7.583629
47.543343,-11.836302
68.90649,1.3512732
-15.506486,-26.25661
16.07825,18.289938
67.26462,1.2514421
-37.669952,12.577271
14.685971,-16.194862
-36.20813,-22.109478
2.2389286,20.723993
-21.269564,-14.35265
-16.337967,13.182369
54.85857,-15.403006
17.784033,4.5235395
-27.035303,-14.435208
-17.718676,-7.7979846
-38.321053,-11.070555
-25.401787,4.2257147
68.58708,-2.5676274
-0.80299103,-29.97749
-3.9691129,30.082996
-2.3048422,22.512657
-0.86940515,11.332822
-18.735096,0.021932032
-24.502806,11.331648
7.3918076,29.28366
-19.341475,9.456845
-3.057582,26.202156
9.356604,-5.951644
64.63954,5.43144
-33.34992,14.176565
-16.445951,-20.373604
-31.070688,-25.492073
58.285664,1.4623028
70.9326,3.9567482
68.11832,5.922667
-42.912186,-18.696016
-28.544125,-29.867422
11.318873,11.314016
61.653324,-16.058533
17.614632,15.319537
65.116,-18.175499
-3.5165691,3.366502
-24.209215,-22.105982
-31.815472,-5.5963974
-11.7052355,12.666788
12.668235,22.74366
59.85275,6.632389
59.819477,10.197485
62.160004,-15.59446
64.51398,-0.4313906
-46.917492,18.744473
-5.784863,33.966015
48.72142,-5.6484346
54.405647,-14.563901
-12.429283,22.944918
63.836536,8.429395
18.526968,2.6678479
69.369,-14.182587
53.172756,-17.956285
-33.617672,-10.014718
54.656258,-19.3355
54.917877,-17.51858
69.86843,8.743236
68.34727,10.957695
3.8448362,13.712123
-0.4230211,2.8341358
-5.219571,-11.852624
10.091563,-0.3328715
50.927895,-7.40991
-34.373825,-24.479551
54.542336,-19.26358
10.845978,-19.979338
-31.36499,-25.465816
65.48199,-7.0794506
-17.545835,-7.749481
60.01234,-1.4216636
-33.27682,14.000281
0.1510126,-19.014008
7.5412974,-16.051907
68.891594,6.800699
2.5600436,15.124079
68.69972,-13.851353
53.250797,-10.982541
56.472694,-8.928012
-2.5267885,15.448859
-7.7350082,22.852392
56.360317,-14.045874
8.76857,21.694057
58.227253,-11.04298
-1.6827786,14.721009
8.863582,-12.735233
-40.507805,-2.6469865
1.3103666,32.668755
12.948928,-18.288887
6.187184,15.987963
12.348824,-16.005978
16.311724,19.197577
-2.2791443,25.90666
3.319686,25.298586
-26.33803,0.61888295
-22.446215,5.6938567
53.93903,-3.8128667
-10.290402,-13.835319
-5.554854,2.9634154
6.2897906,9.180244
-43.71187,3.8573732
-36.083652,19.220886
64.85438,-13.075015
10.435664,-16.378252
-39.28901,-17.851177
61.59146,8.330014
-24.887522,-8.33178
-1.7959651,20.081337
61.378708,-0.818662
-5.010538,-21.087654
-26.79483,11.193298
-11.797209,-17.270468
5.3903475,17.858818
64.63472,-4.796408
12.199157,-2.3825207
3.4440587,12.5791
5.8048215,13.444258
6.225688,23.51903
64.65294,2.333833
-20.773048,7.926789
8.10436,8.604133
6.1582484,-19.472956
-31.265781,-21.749245
-31.646957,16.66573
-45.588547,5.156643
-30.46997,9.727738
-11.140344,-8.416846
-34.33953,3.4879956
14.263637,-22.488342
-36.270176,6.978068
-15.632006,-22.533752
-22.79101,-7.499214
0.61447155,30.451242
-22.824707,-16.628534
-30.020784,-24.945087
17.093307,-14.772796
-18.932596,-0.6763157
15.167069,24.585205
5.208775,19.775784
61.38595,-3.5830119
-16.458252,16.808733
-36.89479,21.825583
58.487545,-7.588451
-12.28062,-22.33475
9.233527,-15.491867
70.054306,-13.522575
-21.630148,11.845898
10.762458,29.70657
6.917062,32.616776
12.231284,13.725936
-16.301323,21.17034
9.544618,21.548758
-6.6638775,-10.739168
-43.399284,18.152996
-32.777355,0.25034234
-19.29585,2.587823
60.938198,10.370798
0.1473332,15.590459
8.216227,-1.1219883
-27.0485,18.836536
-39.467373,-11.7374735
71.30485,6.0439334
-35.625557,-1.2311084
-0.347294,20.02296
-21.65471,14.6415205
2.995808,6.5021095
61.75723,4.219234
-35.43226,24.37617
-30.218834,23.38702
-47.80553,-2.644018
-1.6951747,-27.196945
4.1480293,23.647743
-46.332138,-5.802226
20.506487,18.765793
7.8835044,-1.8113866
53.469547,-1.5470281
-42.91366,-18.698452
-2.9291732,27.218513
-12.4026785,30.339378
2.9973443,28.11659
11.862672,20.772604
0.649794,-2.6674223
-42.162212,16.196798
56.37575,7.170248
58.53083,-10.585584
-20.133253,-10.707711
13.294442,4.759824
-18.186607,-6.3057218
5.8651004,11.419895
53.02692,-14.6081085
-19.07406,-24.743526
-22.466373,29.12934
-24.031076,-1.6646249
-22.085499,-24.268778
50.565727,-11.753636
4.7943544,19.04596
-17.178072,-3.427459
64.632614,1.4335533
0.29881638,-26.4618
3.6715941,-3.1621983
15.870256,-16.253826
9.160369,12.427547
-20.501503,11.477729
54.143982,-12.221249
-0.24715988,-26.47126
65.768776,-0.93690294
11.485761,3.7257237
-16.165083,-4.133041
3.8562338,17.141724
-30.903563,1.1290652
63.04938,4.3959584
-4.5833697,14.254176
-38.396896,-15.757044
-21.398132,-17.273405
67.107056,-14.179342
-4.245443,-22.192963
49.756332,-12.617127
-11.64317,1.8463198
-28.95585,-18.178358
-7.2708216,16.529196
13.987123,-21.765295
-21.069233,0.8995974
65.53675,8.442875
-38.82428,-24.154564
-28.89386,8.65294
-13.909678,0.77520233
-48.49414,5.388652
-28.05544,-11.420143
-26.478655,-22.235735
-40.261173,-20.47343
59.51301,1.3086402
-14.381265,4.3361206
60.178017,1.2146283
5.704658,21.684307
66.4078,-14.899625
-19.612902,-6.9771967
-29.430975,-15.749039
-12.947244,-29.021902
-31.500801,-19.940954
4.6811056,5.5202565
71.068634,-4.477024
6.5733347,19.09335
54.1002,-5.1179357
-29.713009,11.96232
59.722057,7.3087816
63.568638,-6.6908774
-26.677076,-22.140343
-19.404144,-26.5367
-41.852062,5.0806084
60.879982,-6.4262214
-7.5486946,-6.962744
-18.592466,-3.2071137
-10.355402,-4.533826
55.690475,-13.470977
59.561943,5.718033
-12.226973,-11.180613
-47.24865,0.74698335
5.2019258,29.113424
61.172882,4.9778852
-19.421984,-14.391045
53.226353,-12.944703
6.368822,3.1139188
-13.536927,-7.011604
68.189415,-6.169582
48.58034,-12.906684
-6.204475,26.022995
1.7862809,2.8611972
-6.1728106,6.638806
14.607415,2.635429
-2.2133968,18.911175
-22.686924,-4.466991
10.2164545,-14.210116
-16.495972,-5.6914625
15.908139,1.5055941
-31.75918,12.109757
-19.826872,-22.186308
8.082939,-18.401398
-48.04098,9.395473
-20.434988,-19.626818
7.2964406,-20.846466
61.467243,-0.49970868
-25.392422,-17.79294
13.743488,-1.0935105
-40.730145,4.688431
-32.149975,-12.170665
0.7145728,-11.353976
-28.69098,-15.122007
-9.600797,15.544731
-24.622557,2.1483607
-31.695467,-22.888803
-43.629017,4.753547
-47.46432,-4.5626717
-28.225039,-22.679947
-27.634258,-25.682537
67.18128,-6.2876496
-1.4620864,21.619223
73.74783,-5.202326
-25.68946,-5.9095106
-28.726751,14.5772295
-34.776035,2.1467059
-26.507019,-1.534095
9.825112,15.821132
-7.2331786,24.842928
9.446828,-3.5817814
9.981847,-16.819817
-11.724826,29.881638
3.383738,25.99497
9.09863,-2.6730273
-1.70016,22.54466
-28.97539,4.7584276
7.201496,3.3746493
-28.716394,23.883812
-32.75674,-14.134715
12.152086,-2.4289181
4.8831596,35.137245
-35.38518,21.66741
8.359403,0.5026853
-3.083515,16.334946
-35.344048,-9.7994995
-15.719151,-16.259111
-43.47153,11.906447
-0.28364515,-6.3829665
-41.066826,11.204333
-19.034567,-24.65822
-24.138844,-15.288335
-28.393545,-19.417076
-31.223295,-7.451718
0.26635408,25.318449
69.602715,-15.055114
58.797012,-12.885411
2.4780066,-19.580894
-23.012291,-7.8889403
-11.300382,23.974766
3.820542,-18.000324
-18.258163,-30.191692
14.442963,-13.993667
70.59147,1.9825121
-19.755543,-19.473705
1.9621371,-21.545324
-0.308313,-21.9139
4.708335,-26.442331
-30.370146,6.869827
-26.544308,-17.99844
-1.375776,-18.227345
-4.661803,25.647152
68.34939,-12.948865
6.970146,6.7967877
19.558859,-1.6234093
5.3159904,-2.073728
-36.485832,-11.556832
-39.002556,-5.1967926
67.73592,-13.562451
-17.549341,-18.098698
-21.927996,-15.242801
-0.73350406,4.8287106
7.1425085,7.697222
-1.6332527,-2.2490563
-12.293473,20.039007
-27.440722,-4.891719
1.4886323,17.684982
-37.49353,1.7006657
2.7512367,27.302807
-0.6231821,1.8948172
-31.919365,-1.3999648
-39.19019,-7.7583733
-1.3595824,-1.8177884
53.959885,-19.360624
-6.349112,2.1608367
-24.389324,-31.75875
-31.172724,-2.8051145
60.926598,-8.168437
69.272415,4.4218245
13.645408,5.0744176
50.710644,-14.327244
-37.270554,-17.1427
59.761364,-1.5547392
69.054596,-7.135485
-21.965092,7.3521466
-14.28558,0.37082872
-23.06219,16.64862
-5.5262594,-19.50073
-40.67123,18.146658
-35.54752,-9.28788
-33.681213,8.200155
-15.978837,-25.908604
65.928925,-0.48319674
-4.1940475,5.1106825
-31.45829,15.692189
4.58341,32.595516
-38.647015,-13.725244
-43.131104,9.408466
-35.473293,-18.426817
-31.736639,-16.858568
0.077408895,-23.768848
13.3206005,-16.869745
61.258614,5.1984577
-18.599081,-8.822469
-4.436747,21.712225
5.502861,4.7651596
0.7124307,-3.5518591
8.534924,16.746456
-2.1818254,16.475555
-24.213001,-5.7019176
62.66344,5.2520123
70.054016,1.2909966
-3.4080367,-0.90855557
-20.54014,7.0195045
-26.466492,2.5219138
68.50048,9.069947
-11.323296,14.486532
59.870876,-17.29224
3.2234433,-3.1511486
66.47457,0.8570693
-37.15823,-10.879119
-21.744188,2.9025192
-18.640015,-5.837879
7.796713,-25.086271
68.78001,-14.119454
56.57538,-3.0004034
-1.6636748,23.767782
15.402082,24.095554
70.51959,-1.279063
-26.675797,5.292778
3.0198317,2.338415
13.396005,-14.851198
-0.19844766,34.610737
-38.157646,14.125748
-21.456747,11.605674
52.079033,-16.834507
-35.71834,-23.786507
-31.353724,4.3742733
16.834467,5.4870543
48.422966,-9.3810005
71.000854,-3.2982645
3.6007774,8.287542
-32.81549,10.534674
-20.266531,-8.721037
53.6026,-5.499045
-24.951843,-8.335026
13.683308,-1.2172288
-31.692352,-16.520714
14.507128,10.872113
-23.157997,-21.473999
-3.2779138,26.009045
66.554276,-3.2551298
4.534094,3.8278482
-27.653103,-5.02063
-44.09457,14.151738
7.7124476,-20.949936
70.930954,-5.122181
-25.028704,-14.413937
7.001351,-23.49641
-3.6422653,7.545315
-0.32598725,13.845463
-43.594063,13.787614
74.401764,3.7799513
-12.378539,25.9831
62.957253,-18.028387
-32.63341,-14.2085495
-19.300272,-22.70801
71.916016,-7.02304
49.77155,-19.2595
-0.3353146,-10.838384
-21.130598,-17.581211
-34.97565,-2.3498156
52.973442,-17.25997
15.114083,-18.739553
-38.427116,10.655578
-16.944637,-22.351267
66.948235,2.5631027
13.763712,-2.960777
71.77429,-0.8083844
15.122871,25.795067
-39.97938,18.018866
11.944133,24.791422
9.277642,4.3039203
-1.6239997,-26.118715
64.46572,-6.9251847
-25.150896,0.44465193
-47.59595,5.062312
-24.151485,9.916739
-35.809242,6.09502
72.659676,-4.205881
69.765915,-2.8810692
11.589301,-15.111677
-14.789919,-8.99406
1.1077236,-27.28398
-19.509909,9.353047
55.462807,-13.625521
-29.594086,-19.426815
-30.145731,9.566645
7.3826914,-23.836533
0.602093,15.192366
8.63605,24.811674
8.222125,-20.205044
-29.869795,-5.6052876
1.8797421,-5.1682787
-46.37764,9.851611
-22.38431,21.076075
-41.37242,-8.588374
-15.417615,-1.9562706
16.944935,-16.764513
-8.381886,27.376436
62.49482,9.132163
-4.1113605,26.538113
-22.540945,-13.105796
-2.8914747,-6.2145147
-31.496157,-3.443266
-16.74137,9.927023
-21.658684,-22.073017
64.03811,7.989697
-17.367386,-5.6759086
-21.208197,2.7549157
-9.795696,27.171026
-41.664673,10.682264
10.066629,-23.454165
-20.011593,-8.38859
-7.6751413,10.154905
-24.45292,-6.0307813
3.9418254,-23.135658
71.70333,1.7037525
64.91689,-1.6433579
-44.576912,2.9832442
49.763756,-6.299427
6.3202024,14.800312
54.674114,-5.560543
68.679634,2.3044033
12.346445,8.629536
-29.979313,-16.435978
6.504584,-2.9466581
72.532524,-4.040686
0.08525694,-28.0922
-28.956219,-16.280796
17.7093,10.23578
-13.633461,-21.256884
-41.27488,1.5787871
-35.43404,-13.050393
7.977256,13.148201
71.85617,-5.9000635
-7.5660787,17.967226
-27.309917,-3.2983284
-2.5495677,-24.347507
-12.819131,-12.177012
-29.156977,2.8739138
-23.46204,20.980583
9.989253,18.5786
-35.587894,-15.333069
6.307074,-7.056556
-19.262236,-19.60361
-8.18808,-18.666613
-36.992664,-20.098398
1.9133546,-23.907562
67.75603,-4.1208615
-22.641851,-19.393473
-21.036404,7.1630416
-25.57514,8.500688
-27.531149,16.260162
-20.784603,4.601999
-38.18472,4.4141703
-20.229063,-16.230879
71.73615,-1.6279776
-2.3535163,-24.754665
-18.83869,-21.411352
-27.312012,-11.781987
53.91759,-17.365978
-38.11939,20.423552
-18.352253,-24.698887
-2.8339357,-22.291014
12.531926,-12.019974
-31.2084,16.532833
-46.95616,-2.045386
-0.80216396,-25.000902
8.828242,-16.170784
0.106718056,-27.127626
-17.20312,3.9624014
-41.801094,-12.201505
51.873867,-11.20451
2.5213585,10.037076
10.876457,17.546824
14.684182,-14.345103
-24.28398,-1.364429
-27.7614,20.685444
-24.93384,-0.17621152
-35.194836,9.262402
52.660156,-18.99253
67.65018,-16.37111
-39.25294,-5.1044774
-20.029028,-10.75726
3.4150128,-22.800323
